,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3736,12,Aries Drive,Jessica,Singh,69,Head,Married,Female,Retired Agricultural engineer,None,Methodist
3737,12,Aries Drive,Timothy,Singh,71,Husband,Married,Male,Retired Medical sales representative,None,Methodist
3738,12,Aries Drive,Tracy,Singh,38,Daughter,Divorced,Female,Art therapist,None,Methodist
3739,12,Aries Drive,Louis,Brennan-Singh,34,Son,Single,Male,Learning disability nurse,None,None
3740,12,Aries Drive,Callum,Brennan-Singh,31,Son,Divorced,Male,Publishing copy,None,Methodist
3741,12,Aries Drive,Oliver,Brennan-Singh,31,Son,Divorced,Male,Chartered management accountant,None,Methodist
3742,12,Aries Drive,Jonathan,Brennan-Singh,30,Son,Single,Male,"Administrator, Civil Service",None,None
3743,12,Aries Drive,Georgia,Brennan-Singh,27,Daughter,Divorced,Female,Unemployed,None,Methodist
3744,12,Aries Drive,Jayne,Brennan-Singh,25,Daughter,Single,Female,English as a foreign language teacher,None,NA
3745,12,Aries Drive,Charlie,Brennan-Singh,21,Son,Single,Male,University Student,None,Methodist
3746,12,Aries Drive,Kyle,Brennan-Singh,17,Son,NA,male,Student,None,NA
3747,12,Aries Drive,Karen,Brennan-Singh,17,Daughter,NA,Female,Student,None,NA
3748,12,Aries Drive,Vanessa,Brennan-Singh,12,Daughter,NA,Female,Student,None,NA
3749,12,Aries Drive,Bruce,Law-Brennan-Singh,10,Son,NA,Male,Student,None,NA
3750,12,Aries Drive,Lisa,Law-Brennan-Singh,6,Daughter,NA,Female,Student,None,NA
3751,12,Aries Drive,Jason,Law-Brennan-Singh,2,Son,NA,Male,Child,None,NA
3752,12,Aries Drive,Louis,Law-Brennan-Singh,1,Son,NA,Male,Child,None,NA
3753,12,Aries Drive,Rachel,King,38,Lodger,Single,Female,Solicitor,None,Christian
3754,12,Aries Drive,Shirley,Charlton,49,Lodger,Single,Female,Chiropodist,None,None
3755,12,Aries Drive,Oliver,Williams,28,Lodger,Single,Male,Film/video editor,None,None
3756,12,Aries Drive,Anthony,Adams,NA,Lodger,Single,Male,Therapeutic radiographer,None,Catholic
3757,12,Aries Drive,Vincent,Shah,48,Lodger,Single,Male,Herbalist,None,Catholic
3758,13,Aries Drive,Heather,Thornton,53,Head,Single,Female,Unemployed,None,Methodist
3759,13,Aries Drive,Jordan,Thornton,18,Son,Single,Male,Student,None,Methodist
3760,13,Aries Drive,Louise,Thornton,16,Daughter,NA,NA,Student,None,NA
3761,13,Aries Drive,Michael,Thornton,14,Son,NA,Male,Student,None,NA
3762,13,Aries Drive,Lewis,Thornton,14,Son,NA,Male,Student,None,NA
3763,13,Aries Drive,Kathleen,Thornton,10,Daughter,NA,Female,Student,None,NA
3764,13,Aries Drive,Patricia,Palmer,10,Daughter,NA,Female,Student,None,NA
3765,13,Aries Drive,Grace,Palmer,7,Daughter,NA,Female,Student,None,NA
3766,13,Aries Drive,Stuart,Palmer,3,Son,NA,Male,Child,None,NA
3767,13,Aries Drive,Sian,Smith,58,Lodger,Divorced,Female,Diagnostic radiographer,None,Catholic
3768,13,Aries Drive,Nicole,Simpson,22,Lodger,Single,Female,University Student,None,None
3769,13,Aries Drive,Eileen,Taylor,25,Lodger,Single,Female,Chief Executive Officer,None,None
3770,14,Aries Drive,Shane,King,28,Head,Married,Male,Estate manager/land agent,None,None
3771,14,Aries Drive,Rosie,King,28,Wife,Married,Female,Archaeologist,None,None
3772,14,Aries Drive,Lee,Black-King,1,Son,NA,Male,Child,None,NA
3773,14,Aries Drive,Ricky,Taylor,35,Visitor,Single,Male,Unemployed,None,Catholic
3774,14,Aries Drive,Abigail,Holt,55,Visitor,Single,Female,"Education officer, environmental",None,None
3775,15,Aries Drive,Alison,Kemp,47,Head,Single,Female,IT sales professional,None,Catholic
3776,15,Aries Drive,Vanessa,Kemp,8,Daughter,NA,Female,Student,None,NA
3777,15,Aries Drive,Timothy,Owen,56,Visitor,Divorced,Male,Fine artist,None,Christian
3778,15,Aries Drive,Jayne,Parkes,50,Lodger,Single,Female,Product/process development scientist,None,Christian
3779,15,Aries Drive,Charlotte,Read,39,Lodger,Single,Female,Mudlogger,None,None
3780,15,Aries Drive,Mandy,Storey,41,Lodger,Single,Female,Operational investment banker,None,None
3781,15,Aries Drive,Alison,Reed,47,Sibling,Single,Female,Unemployed,None,Catholic
3782,15,Aries Drive,Declan,Thomas,28,Lodger,Divorced,Male,Medical secretary,None,Methodist
3783,15,Aries Drive,June,Bruce,57,Lodger,Widowed,Female,Estate manager/land agent,None,Christian
3784,15,Aries Drive,Dylan,George,36,Sibling,Single,Male,Personnel officer,None,Christian
3785,15,Aries Drive,Mark,Stokes,41,Lodger,Single,Male,Unemployed,None,None
3786,16,Aries Drive,Tracey,Khan-Byrne,61,Head,Married,Female,"Pharmacist, hospital",None,Christian
3787,16,Aries Drive,Ronald,Khan-Byrne,60,Husband,Married,Male,Occupational therapist,None,Christian
3788,16,Aries Drive,Josh,Khan-Byrne,26,Son,Single,Male,Race relations officer,None,None
3789,16,Aries Drive,Mary,Khan-Byrne,23,Daughter,Divorced,F,Television/film/video producer,None,None
3790,16,Aries Drive,Donald,Khan-Byrne,11,Son,NA,Male,Student,None,NA
3791,17,Aries Drive,Roy,Evans,36,Head,Single,Male,Mudlogger,None,Methodist
3792,18,Aries Drive,Karen,Clarke,59,Head,Married,Female,"Engineer, biomedical",None,None
3793,18,Aries Drive,Garry,Clarke,61,Husband,Married,Male,Multimedia specialist,None,None
3794,18,Aries Drive,Derek,Clarke,21,Son,Single,Male,University Student,None,None
3795,18,Aries Drive,Anthony,Clarke,18,Son,Divorced,male,Student,None,None
3796,18,Aries Drive,Clive,Clarke,14,Son,NA,Male,Student,None,NA
3797,19,Aries Drive,Donna,Green,49,Head,Married,Female,General practice doctor,None,None
3798,19,Aries Drive,Francis,Green,50,Husband,Married,Male,Further education lecturer,None,None
3799,19,Aries Drive,Amber,Green,13,Daughter,NA,Female,Student,None,NA
3800,19,Aries Drive,Jason,Green,9,Son,NA,Male,Student,None,NA
3801,19,Aries Drive,Grace,Green,8,Daughter,NA,Female,Student,None,NA
3802,20,Aries Drive,Richard,Wright,59,Head,Married,Male,IT technical support officer,None,Methodist
3803,20,Aries Drive,Sandra,Wright,57,Wife,Married,Female,Logistics and distribution manager,None,None
3804,NA,Aries Drive,Patricia,Wright,19,Daughter,Divorced,Female,University Student,None,Methodist
3805,20,Aries Drive,Emily,Wright,19,Daughter,Single,Female,University Student,None,Methodist
3806,20,Aries Drive,Karl,Wright,15,Son,NA,male,Student,None,NA
3807,21,Aries Drive,Jemma,Bentley,73,Head,Married,Female,Retired Administrator,None,Christian
3808,21,Aries Drive,Christian,Bentley,71,Husband,Married,Male,Retired Set designer,None,Christian
3809,21,Aries Drive,Sally,Elliott,21,Granddaughter,Single,Female,University Student,None,Christian
3810,21,Aries Drive,Catherine,Phillips,18,Granddaughter,Single,Female,Student,None,None
3811,21,Aries Drive,Mohamed,Phillips,16,Grandson,NA,Male,Student,None,NA
3812,22,Aries Drive,Alison,Roberts,42,Head,Single,Female,Unemployed,None,Christian
3813,22,Aries Drive,Clifford,Roberts,10,Son,NA,Male,Student,None,NA
3814,22,Aries Drive,Derek,Roberts,6,Son,NA,Male,Student,None,NA
3815,22,Aries Drive,Gerard,Roberts,4,Adopted Son,NA,male,Child,None,NA
3816,22,Aries Drive,Shaun,Roberts,0,Son,NA,Male,Child,None,NA
3817,22,Aries Drive,Joseph,Farmer,54,Lodger,Divorced,Male,Forensic scientist,None,None
3818,22,Aries Drive,Lindsey,Burke,21,Lodger,Single,Female,University Student,None,Catholic
3819,23,Aries Drive,Kate,Hill,22,Head,Single,Female,University Student,None,None
3820,23,Aries Drive,Sarah,Gould,18,None,Single,Female,University Student,None,None
3821,23,Aries Drive,Geraldine,Walker,18,None,Single,Female,University Student,None,Christian
3822,23,Aries Drive,Sian,Harvey,21,None,Single,Female,University Student,None,Christian
3823,23,Aries Drive,Victor,Peacock,21,None,Single,Male,University Student,None,None
3824,23,Aries Drive,Leigh,Smith,19,None,Single,Male,University Student,None,None
3825,23,Aries Drive,John,Barnes,18,None,Single,Male,University Student,None,Christian
3826,23,Aries Drive,James,Jones,22,None,Single,Male,University Student,None,Sikh
3827,23,Aries Drive,Jasmine,Parry,21,None,Single,Female,University Student,None,Christian
3828,23,Aries Drive,Marian,Baker,21,None,Single,Female,University Student,None,None
3829,23,Aries Drive,Natasha,Hall,18,None,Single,Female,University Student,None,None
3830,23,Aries Drive,Melissa,Walker,20,None,Single,Female,University Student,None,Catholic
3831,23,Aries Drive,Leon,Reid,22,None,Single,Male,University Student,None,None
3832,23,Aries Drive,Georgina,Hussain,26,None,Single,Female,PhD Student,None,None
3833,23,Aries Drive,Lorraine,Baker,20,None,Single,Female,University Student,None,Methodist
3834,23,Aries Drive,Harriet,Hunt,27,None,Single,Female,PhD Student,None,Christian
3835,23,Aries Drive,Ian,Hodgson,21,None,Single,Male,University Student,None,Catholic
3836,23,Aries Drive,Jane,Smith,22,None,Single,Female,University Student,None,None
3837,23,Aries Drive,Christine,Wilkinson,19,None,Single,Female,University Student,None,Muslim
3838,23,Aries Drive,Lynda,Burrows,22,None,Single,Female,University Student,None,None
3839,24,Aries Drive,Josephine,Holloway,29,Head,Single,Female,Unemployed,None,Catholic
3840,24,Aries Drive,Harriet,Palmer,24,None,Single,Female,Corporate treasurer,None,Methodist
3841,24,Aries Drive,Kyle,Lucas,28,None,Single,Male,Physiotherapist,None,None
3842,24,Aries Drive,Lydia,Gray,44,None,Single,Female,"Psychologist, prison and probation services",None,Christian
3843,24,Aries Drive,Sara,Parker,31,None,Single,Female,Sales executive,None,Methodist
3844,25,Aries Drive,Marie,Slater,47,Head,Single,Female,"Engineer, manufacturing systems",None,None
3845,25,Aries Drive,Ann,Slater,12,Daughter,NA,Female,Student,None,NA
3846,25,NA,Sian,Slater,10,Daughter,NA,Female,Student,None,NA
3847,25,Aries Drive,Graham,Slater,9,Son,NA,Male,Student,None,NA
3848,25,Aries Drive,Declan,Slater,8,Son,NA,male,Student,None,NA
3849,25,Aries Drive,Peter,Slater,6,Son,NA,Male,Student,None,NA
3850,25,Aries Drive,Sean,Slater,3,Son,NA,Male,Child,None,NA
3851,25,Aries Drive,Linda,Slater,2,Daughter,NA,Female,Child,None,NA
3852,25,Aries Drive,Frederick,James,18,Lodger,Single,Male,Student,None,NA
3853,26,Aries Drive,Melissa,Lloyd,51,Head,Single,Female,Airline pilot,None,Christian
3854,27,Aries Drive,Leanne,Thompson,52,Head,Married,Female,Art therapist,None,Christian
3855,27,Aries Drive,Roy,Thompson,57,Husband,Married,Male,Medical secretary,None,None
3856,27,Aries Drive,Andrea,Thompson,32,Daughter,Single,Female,"Physicist, medical",None,None
3857,27,Aries Drive,Vincent,Thompson,31,Son,Single,Male,Consulting civil engineer,None,Christian
3858,27,Aries Drive,Wayne,Thompson,4,Son,NA,Male,Child,None,NA
3859,28,Aries Drive,Jasmine,Archer,49,Head,Married,Female,"Engineer, building services",None,None
3860,28,Aries Drive,Alan,Archer,53,Husband,Married,Male,Commissioning editor,None,None
3861,28,Aries Drive,Lawrence,Archer,15,Son,NA,Male,Student,None,NA
3862,28,Aries Drive,Jay,Archer,12,Son,NA,Male,Student,None,NA
3863,28,Aries Drive,Kerry,Archer,5,Daughter,NA,Female,Student,None,NA
3864,29,Aries Drive,Geraldine,Payne,30,Head,Divorced,Female,Unemployed,None,Catholic
3865,29,Aries Drive,Rosemary,Gibson,19,Lodger,Divorced,Female,University Student,None,Methodist
3866,29,Aries Drive,Paul,Johnson,52,Lodger,Single,Male,Chief Operating Officer,None,Methodist
3867,29,Aries Drive,Jayne,Cole,35,Lodger,Single,Female,Unemployed,None,None
3868,29,Aries Drive,Gail,Johnson,62,Lodger,Single,female,"Development worker, international aid",None,Christian
3869,30,Aries Drive,Samantha,Begum,43,Head,Single,Female,Electrical engineer,None,Catholic
3870,30,Aries Drive,Garry,NA,44,Partner,Single,Male,Metallurgist,None,None
3871,30,Aries Drive,Philip,Begum,10,Son,NA,Male,Student,None,NA
3872,30,Aries Drive,Beth,Begum,7,Daughter,NA,Female,Student,None,NA
3873,NA,Aries Drive,Terence,Begum,7,Son,NA,Male,Student,None,NA
3874,31,Aries Drive,Teresa,Little,66,Head,Divorced,Female,Theatre director,Physical Disability,Christian
3875,31,Aries Drive,Justin,Hawkins,8,NA,NA,Male,Student,None,NA
3876,32,Aries Drive,Marilyn,Fraser,67,Head,Married,Female,Pensions consultant,None,Christian
3877,32,Aries Drive,Charles,Fraser,66,Husband,Married,Male,Tax inspector,None,Christian
3878,32,Aries Drive,Martin,Fraser,25,Son,Widowed,Male,Land/geomatics surveyor,None,Christian
3879,32,Aries Drive,Ben,Fraser,21,Son,Single,Male,Unemployed,None,None
3880,32,Aries Drive,Philip,Fraser,17,Son,NA,Male,Student,None,NA
3881,32,Aries Drive,Raymond,Fraser,17,Son,NA,Male,Student,None,NA
3882,32,Aries Drive,Anthony,Fraser,17,Son,NA,Male,Student,None,NA
3883,32,Aries Drive,Ashleigh,Fraser,17,Daughter,NA,Female,Student,None,NA
3884,32,Aries Drive,Connor,Fraser,16,Son,NA,Male,Student,None,NA
3885,32,Aries Drive,Roger,Fraser,13,Son,NA,Male,Student,None,NA
3886,32,Aries Drive,George,Fraser,13,Son,NA,Male,Student,None,NA
3887,32,Aries Drive,Geraldine,Fraser,10,Daughter,NA,Female,Student,None,NA
3888,33,Aries Drive,Anna,Harris,45,Head,Married,Female,Contracting civil engineer,None,None
3889,33,Aries Drive,Robin,Harris,47,Husband,Married,Male,Police officer,None,None
3890,33,Aries Drive,Victor,Harris,26,Son,Divorced,male,Broadcast engineer,None,None
3891,33,Aries Drive,Ruth,Harris,24,Daughter,Single,Female,Production manager,None,None
3892,33,Aries Drive,John,Harris,19,Son,Single,Male,University Student,None,None
3893,34,Aries Drive,Natalie,Smith,43,Head,Married,Female,Environmental manager,None,Christian
3894,34,Aries Drive,Duncan,Smith,45,Husband,Married,Male,"Designer, textile",None,Christian
3895,34,Aries Drive,Richard,Smith,13,Son,NA,Male,Student,None,NA
3896,NA,Aries Drive,Annette,Smith,9,Daughter,NA,Female,Student,None,NA
3897,34,Aries Drive,Kayleigh,Smith,1,Daughter,NA,Female,Child,None,NA
3898,34,Aries Drive,Gareth,Hudson,39,Lodger,Single,Male,"Presenter, broadcasting",None,Christian
3899,34,Aries Drive,John,Lee,28,Lodger,Single,Male,Unemployed,None,Christian
3900,34,Aries Drive,Tracey,Dodd,44,Lodger,Single,F,Environmental manager,None,Christian
3901,34,Aries Drive,Kevin,Watson,63,Lodger,Single,Male,"Psychologist, sport and exercise",None,Christian
3902,34,Aries Drive,Tina,Roberts,23,Sibling,Divorced,Female,"Research officer, government",None,Catholic
3903,34,Aries Drive,Olivia,Doyle,32,Lodger,Single,Female,Regulatory affairs officer,None,Christian
3904,34,Aries Drive,Josephine,Smith,64,Lodger,Divorced,Female,Bonds trader,None,Christian
3905,34,Aries Drive,Robert,Miller,56,Lodger,Single,Male,Health physicist,None,Catholic
3906,34,Aries Drive,Suzanne,Taylor,31,Lodger,Single,Female,"Development worker, community",None,None
3907,34,Aries Drive,Aaron,Doyle,54,Cousin,Single,Male,Unemployed,None,Jewish
3908,35,Aries Drive,Marc,McCarthy,57,Head,Widowed,Male,Economist,None,None
3909,35,Aries Drive,Brandon,McCarthy,7,Grandson,NA,Male,Student,None,NA
3910,35,Aries Drive,Adrian,McCarthy,2,Adopted Grandson,NA,Male,Child,None,NA
3911,35,Aries Drive,Francis,McCarthy,0,Grandson,NA,Male,Child,None,NA
3912,35,Aries Drive,Reece,Price,29,Sibling,Single,m,Printmaker,None,Catholic
3913,36,Aries Drive,Margaret,Smith,59,Head,Married,Female,Plant breeder/geneticist,None,Christian
3914,36,Aries Drive,Alex,Smith,62,Husband,NA,Male,Financial adviser,None,Christian
3915,36,Aries Drive,Kimberley,Smith,29,Daughter,Single,Female,Counsellor,None,Christian
3916,36,Aries Drive,Sylvia,Smith,28,Daughter,Divorced,Female,Therapeutic radiographer,None,None
3917,36,Aries Drive,Thomas,Smith,26,Son,Single,Male,"Radiographer, diagnostic",None,None
3918,37,Aries Drive,Marian,Jones,33,Head,Married,Female,Structural engineer,None,None
3919,37,Aries Drive,Oliver,Jones,35,Husband,Married,Male,Health and safety adviser,None,None
3920,37,Aries Drive,Nicole,Jones,4,Daughter,NA,Female,Child,None,NA
3921,37,Aries Drive,Sally,Jones,1,Daughter,NA,Female,Child,None,NA
3922,37,Aries Drive,Martin,Taylor,27,Lodger,Divorced,Male,Futures trader,None,Methodist
3923,37,Aries Drive,Anthony,Fraser,45,Visitor,Widowed,NA,Educational psychologist,None,Catholic
3924,37,Aries Drive,Gerard,Jones,31,Lodger,Single,Male,"Restaurant manager, fast food",None,None
3925,37,Aries Drive,Jennifer,Marsh,55,Lodger,Single,Female,Comptroller,None,Christian
3926,37,Aries Drive,Kim,Roberts,23,Lodger,Single,Female,Multimedia specialist,None,Sikh
3927,37,Aries Drive,Sylvia,Davies,20,Sibling,Single,Female,University Student,None,None
3928,37,Aries Drive,Brian,Hyde,61,Lodger,Single,Male,Professor Emeritus,None,Christian
3929,38,Aries Drive,Dorothy,Miller,48,Head,Divorced,Female,Dentist,None,Catholic
3930,38,Aries Drive,Kieran,Miller,14,Son,NA,Male,Student,None,NA
3931,38,Aries Drive,Callum,Johnston,12,Son,NA,Male,Student,None,NA
3932,38,Aries Drive,Vanessa,NA,10,Daughter,NA,Female,Student,None,NA
3933,38,Aries Drive,Nicola,Johnston,7,Daughter,NA,Female,Student,None,NA
3934,38,Aries Drive,Ian,Johnston,4,Son,NA,Male,Child,None,NA
3935,38,Aries Drive,Lesley,Johnston,0,Daughter,NA,Female,Child,None,NA
3936,38,Aries Drive,Sandra,Cox,39,Lodger,Single,Female,Barista,None,Catholic
3937,38,Aries Drive,Nicholas,Hurst,38,Cousin,Divorced,Male,Engineering geologist,None,Christian
3938,38,Aries Drive,Chloe,Hall,60,Lodger,Single,Female,Garment/textile technologist,None,None
3939,38,Aries Drive,Sharon,Hurst,22,Lodger,Single,Female,University Student,None,Catholic
3940,38,Aries Drive,Janet,James,58,Sibling,Single,Female,Physiological scientist,None,None
3941,38,Aries Drive,Damian,Gould,18,Lodger,Single,Male,Student,None,NA
3942,38,Aries Drive,Melanie,Green,54,Cousin,Single,Female,"Engineer, maintenance (IT)",None,Methodist
3943,38,Aries Drive,Rosemary,Green,39,Lodger,Single,Female,Adult nurse,None,Methodist
3944,38,Aries Drive,Stewart,Hughes,24,Lodger,Single,Male,Sales promotion account executive,None,Methodist
3945,38,Aries Drive,Lindsey,Weston,26,Lodger,Single,Female,Firefighter,None,Methodist
3946,38,Aries Drive,Jemma,Nicholson,56,Sibling,Single,Female,Unemployed,None,Christian
3947,38,Aries Drive,Emma,Joyce,56,Lodger,Single,Female,Counsellor,None,Catholic
3948,38,Aries Drive,Dorothy,Roberts,53,Lodger,Divorced,Female,Petroleum engineer,None,Catholic
3949,39,Aries Drive,Janet,Roberts,60,Head,Single,Female,Film/video editor,None,Christian
3950,39,Aries Drive,Clive,King,27,None,Single,Male,Haematologist,None,Catholic
3951,39,Aries Drive,Sam,Ellis,59,None,Single,Male,"Therapist, occupational",None,Sikh
3952,39,Aries Drive,Beth,Dobson,34,None,Single,Female,Chartered public finance accountant,None,None
3953,39,Aries Drive,Max,Holmes,24,None,Single,Male,Corporate treasurer,None,None
3954,39,Aries Drive,Derek,Butcher,30,None,Single,Male,"Engineer, drilling",None,Sikh
3955,39,Aries Drive,Antony,Berry,27,None,Single,Male,Theatre stage manager,None,Sikh
